1583303140	False
1583303640	False
1583304140	False
1583304640	False
1583305140	False
1583305640	False
1583306140	False
1583306640	True
1583307140	False
1583307640	False
1583308140	False
1583308640	True
1583309140	False
1583309640	False
1583310140	False
1583310640	False
1583311140	False
1583311640	False
1583312140	False
1583312640	False
1583313140	False
1583313640	False
1583314140	False
1583314640	False
1583315140	False
1583315640	False
1583316140	False
1583316640	False
1583317140	True
1583317640	False
1583318140	False
1583318640	False
1583319140	False
1583319640	False
1583320140	False
1583320640	False
1583321140	False
1583321640	False
1583322140	False
1583322640	False
1583323140	False
1583323640	False
1583324140	False
1583324640	False
1583325140	False
1583325640	True
1583326140	False
1583326640	False
1583327140	False
1583327640	False
1583328140	False
1583328640	False
1583329140	False
1583329640	False
1583330140	False
1583330640	False
1583331140	False
1583331640	False
1583332140	False
1583332640	False
1583333140	False
1583333640	False
1583334140	False
1583334640	False
1583335140	False
1583335640	True
1583336140	False
1583336640	True
1583337140	False
1583337640	False
1583338140	False
1583338640	False
1583339140	False
1583339640	False
1583340140	True
1583340640	False
1583341140	False
1583341640	False
1583342140	False
1583342640	False
1583343140	False
1583343640	False
1583344140	False
1583344640	False
1583345140	False
1583345640	False
1583346140	False
1583346640	False
1583347140	False
1583347640	False
1583348140	False
1583348640	True
1583349140	False
1583349640	False
1583350140	False
1583350640	False
1583351140	False
1583351640	False
1583352140	False
1583352640	False
